set_id,set_number,set_name,theme,release_year,msrp_usd,start_date,end_date,observation_months,start_price_usd,price_12m_usd,price_24m_usd,roi_12m_pct,roi_24m_pct,annualized_roi_pct,max_drawdown_pct,win_12m,win_24m,source_dataset,pattern_tags
6236,,King Kahuka,Pirates,1994,3.9900,2018-01-01,2019-04-01,16,19.2300,17.6700,,-8.1123,,,-12.6365,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6237,,Pirates Plunder,Pirates,1992,2.9900,2018-01-01,2019-04-01,16,23.0000,23.1500,,0.6522,,,-9.8169,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6239,,Cannon Battle,Pirates,2009,5.9900,2018-01-01,2019-04-01,16,15.3300,14.7300,,-3.9139,,,-9.9804,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6240,,Kraken Attackin’,Pirates,2009,9.9900,2018-01-01,2019-04-01,16,30.4700,18.6000,,-38.9564,,,-41.3804,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6241,,Loot Island,Pirates,2009,19.9900,2018-01-01,2019-04-01,16,42.6400,35.4000,,-16.9794,,,-18.8555,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6242,,Soldiers’ Fort,Pirates,2009,49.9900,2018-01-01,2019-04-01,16,92.8600,94.5800,,1.8523,,,-3.4027,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6243,,Brickbeard’s Bounty,Pirates,2009,84.9900,2018-01-01,2019-04-01,16,200.3300,174.1300,,-13.0784,,,-13.0784,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6244,,Armada Sentry,Pirates,1996,8.9900,2018-01-01,2019-04-01,16,45.4300,47.8200,,5.2608,,,-6.9209,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6245,,Harbor Sentry,Pirates,1989,3.9900,2018-01-01,2019-04-01,16,18.8000,18.8000,,0.0000,,,-9.5745,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6246,,Crocodile Cage,Pirates,1994,6.9900,2018-01-01,2019-04-01,16,21.7500,15.2000,,-30.1149,,,-30.1149,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6247,,Bounty Boat,Pirates,1992,4.9900,2018-01-01,2019-04-01,16,26.6000,28.1700,,5.9023,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6248,,Volcano Island,Pirates,1996,11.9900,2018-01-01,2019-04-01,16,49.4400,47.8200,,-3.2767,,,-3.3939,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6249,,Pirates Ambush,Pirates,1997,21.9900,2018-01-01,2019-04-01,16,87.7900,88.4000,,0.6948,,,-0.0683,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6250,,Cross Bone Clipper,Pirates,1997,32.9900,2018-01-01,2019-04-01,16,185.3800,184.7300,,-0.3506,,,-3.1815,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6251,,Pirate Mini Figures,Pirates,1989,6.9900,2018-01-01,2019-04-01,16,31.5000,33.6200,,6.7302,,,-13.0794,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6252,,Sea Mates,Pirates,1993,6.9900,2018-01-01,2019-04-01,16,41.4300,40.5300,,-2.1723,,,-10.0838,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6253,,Shipwreck Hideout,Pirates,2009,39.9900,2018-01-01,2019-04-01,16,77.3600,59.7300,,-22.7896,,,-35.5299,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6254,,Rocky Reef,Pirates,1995,14.9900,2018-01-01,2019-04-01,16,45.1400,33.4600,,-25.8751,,,-42.5565,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6256,,Islander Catamaran,Pirates,1994,11.9900,2018-01-01,2019-04-01,16,33.9100,36.8000,,8.5226,,,-12.9058,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6257,,Castaway’s Raft,Pirates,1989,8.9900,2018-04-01,2019-04-01,13,15.0000,13.3300,,-11.1333,,,-11.1333,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6258,,Smuggler’s Shanty,Pirates,1992,8.9900,2018-05-01,2019-04-01,12,13.0000,,,,,,-5.0303,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6259,,Broadside’s Brig,Pirates,1991,8.9900,2018-01-01,2019-04-01,16,15.0000,15.0000,,0.0000,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6260,,Shipwreck Island,Pirates,1989,11.9900,2018-01-01,2019-04-01,16,22.5000,21.0000,,-6.6667,,,-6.6667,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6261,,Raft Raiders,Pirates,1992,12.9900,2018-01-01,2019-04-01,16,19.0000,32.0000,,68.4211,,,0.0000,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6262,,King Kahuka’s Throne,Pirates,1994,20.9900,2018-01-01,2019-04-01,16,68.0000,64.0000,,-5.8824,,,-5.8824,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6263,,Imperial Outpost,Pirates,1995,27.9900,2018-01-01,2019-04-01,16,108.3300,112.0000,,3.3878,,,-1.5970,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6264,,Forbidden Cove,Pirates,1994,29.9900,2018-01-01,2019-04-01,16,75.3300,63.2500,,-16.0361,,,-16.0361,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6265,,Sabre Island,Pirates,1989,15.9900,2018-01-01,2019-04-01,16,25.0000,18.6700,,-25.3200,,,-28.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6266,,Cannon Cove,Pirates,1993,17.9900,2018-01-01,2019-04-01,16,60.5000,39.5000,,-34.7107,,,-34.7107,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6267,,Lagoon Lock-Up,Pirates,1991,28.9900,2018-01-01,2019-04-01,16,29.0000,29.0000,,0.0000,,,-13.7931,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6268,,Renegade Runner,Pirates,1993,39.9900,2018-01-01,2019-04-01,16,130.0000,80.2500,,-38.2692,,,-51.3154,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6270,,Forbidden Island,Pirates,1989,37.9900,2018-01-01,2019-04-01,16,41.0000,45.3300,,10.5610,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6271,,Imperial Flagship,Pirates,1992,49.9900,2018-01-01,2019-04-01,16,665.8000,614.6000,,-7.6900,,,-15.1117,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6273,,Rock Island Refuge,Pirates,1991,65.9900,2018-01-01,2019-04-01,16,88.5000,88.5000,,0.0000,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6274,,Caribbean Clipper,Pirates,1989,53.9900,2018-01-01,2019-04-01,16,250.0000,159.6200,,-36.1520,,,-46.6400,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6276,,Eldorado Fortress,Pirates,1989,65.9900,2018-01-01,2019-04-01,16,130.0000,156.3300,,20.2538,,,-17.2414,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6277,,Imperial Trading Post,Pirates,1992,84.9900,2018-09-01,2019-04-01,8,214.0000,,,,,,-26.1682,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6278,,Enchanted Island,Pirates,1994,65.9900,2018-01-01,2019-04-01,16,157.0000,102.4000,,-34.7771,,,-42.9936,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6279,,Skull Island,Pirates,1995,52.9900,2018-01-01,2019-04-01,16,134.0000,85.6700,,-36.0672,,,-36.0672,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6280,,Armada Flagship,Pirates,1996,49.9900,2018-01-01,2019-04-01,16,205.4700,187.4000,,-8.7945,,,-8.7945,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6281,,Pirates Perilous Pitfall,Pirates,1997,72.9900,2018-01-01,2019-04-01,16,252.0000,180.8300,,-28.2421,,,-42.7014,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6282,,Stringer,Hero factory,2012,8.9900,2018-01-01,2019-04-01,16,31.2100,36.6000,,17.2701,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6283,,Voltix,Hero factory,2012,12.9900,2018-01-01,2019-04-01,16,25.4700,25.4700,,0.0000,,,-11.1940,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6285,,Black Seas Barracuda,Pirates,1989,109.9900,2018-01-01,2019-04-01,16,166.0000,208.6700,,25.7048,,,-39.1633,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6286,,Skull’s Eye Schooner,Pirates,1993,126.9900,2018-08-01,2019-04-01,9,141.0000,,,,,,-1.0607,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6289,,Red Beard Runner,Pirates,1996,98.9900,2018-01-01,2019-04-01,16,232.5700,217.9000,,-6.3078,,,-16.3300,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6291,,Armada Flagship,Pirates,2001,49.9900,2018-01-01,2019-04-01,16,35.0000,61.0000,,74.2857,,,-26.5082,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6292,,Enchanted Island,Pirates,2001,69.9900,2018-01-01,2019-04-01,16,15.0000,15.0000,,0.0000,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6293,,Furno,Hero factory,2012,12.9900,2018-01-01,2019-04-01,16,36.3300,29.9300,,-17.6163,,,-19.4130,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6296,,Shipwreck Island,Pirates,1996,29.9900,2018-01-01,2019-04-01,16,81.2500,71.6700,,-11.7908,,,-11.7908,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6299,,Pirates Advent Calendar,Pirates,2009,39.9900,2018-01-01,2019-04-01,16,70.7500,68.0000,,-3.8869,,,-3.8869,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6638,,Ultimate Creatures Accessory Set,Bionicle,2006,19.9900,2018-08-01,2019-04-01,9,25.0000,,,,,,-10.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6741,,Mini Jet,Creator,2009,5.9900,2018-01-01,2019-04-01,16,12.2500,10.3600,,-15.4286,,,-15.9184,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6742,,Mini Off-Roader,Creator,2009,5.9900,2018-01-01,2019-04-01,16,13.0000,10.0000,,-23.0769,,,-23.0769,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6743,,Street Speeder,Creator,2009,12.9900,2018-01-01,2019-04-01,16,19.4700,19.7300,,1.3354,,,-15.9787,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6745,,Propeller Power,Creator,2009,19.9900,2018-01-01,2019-04-01,16,24.4000,22.5300,,-7.6639,,,-11.4754,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6747,,Race Rider,Creator,2009,19.9900,2018-01-01,2019-04-01,16,21.5000,21.5400,,0.1860,,,-9.5111,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6751,,Fiery Legend,Creator,2009,39.9900,2018-01-01,2019-04-01,16,87.0900,68.5300,,-21.3113,,,-21.3113,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6752,,Fire Rescue,Creator,2009,49.9900,2018-01-01,2019-04-01,16,70.8700,60.0000,,-15.3379,,,-23.4129,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6753,,Highway Transport,Creator,2009,89.9900,2018-01-01,2019-04-01,16,167.5300,142.9300,,-14.6839,,,-17.2685,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6754,,Family Home,Creator,2009,59.9900,2018-01-01,2019-04-01,16,81.4000,108.7300,,33.5749,,,-10.0625,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6857,,The Dynamic Duo Funhouse Escape,Batman,2012,39.9900,2018-01-01,2019-04-01,16,57.6700,52.8700,,-8.3232,,,-17.5721,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6858,,Catwoman Catcycle City Chase,Batman,2012,12.9900,2018-01-01,2019-04-01,16,14.5300,15.0700,,3.7164,,,-16.0748,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6860,,The Batcave,Batman,2012,69.9900,2018-01-01,2019-04-01,16,70.7300,71.8700,,1.6118,,,-35.5463,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6863,,Batwing Battle Over Gotham City,Batman,2012,34.9900,2018-01-01,2019-04-01,16,48.0700,39.5300,,-17.7658,,,-42.3133,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6864,,The Batmobile and the Two-Face Chase,Batman,2012,49.9900,2018-01-01,2019-04-01,16,82.0000,66.6700,,-18.6951,,,-45.5244,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6865,,Captain America’s Avenging Cycle,Super Heroes,2012,12.9900,2018-01-01,2019-04-01,16,19.2700,23.8700,,23.8713,,,-19.4096,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6866,,Wolverine’s Chopper Showdown,Super Heroes,2012,19.9900,2018-01-01,2019-04-01,16,102.0700,115.4700,,13.1282,,,-33.2196,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6867,,Loki’s Cosmic Cube Escape,Super Heroes,2012,19.9900,2018-01-01,2019-04-01,16,27.6700,31.5300,,13.9501,,,-40.0934,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6868,,Hulk’s Helicarrier Breakout,Super Heroes,2012,49.9900,2018-01-01,2019-04-01,16,54.5300,60.3300,,10.6363,,,-12.7989,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6869,,Quinjet Aerial Battle,Super Heroes,2012,69.9900,2018-01-01,2019-04-01,16,65.1300,68.7300,,5.5274,,,-12.8994,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6873,,Spider-Man’s Doc Ock Ambush,Super Heroes,2012,29.9900,2018-01-01,2019-04-01,16,38.2700,36.0700,,-5.7486,,,-39.7477,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6910,,Mini Sports Car,Creator,2012,5.9900,2018-01-01,2019-04-01,16,9.0000,7.7300,,-14.1111,,,-15.3341,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6911,,Mini Fire Truck,Creator,2012,5.9900,2018-01-01,2019-04-01,16,12.9300,10.4700,,-19.0255,,,-19.0255,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6912,,Super Soarer,Creator,2012,14.9900,2018-01-01,2019-04-01,16,12.6700,15.3300,,20.9945,,,-11.3949,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
6913,,Blue Roadster,Creator,2012,14.9900,2018-01-01,2019-04-01,16,19.1300,18.0000,,-5.9070,,,-13.3467,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6914,,Prehistoric Hunters,Creator,2012,17.9900,2018-01-01,2019-04-01,16,40.1300,35.7300,,-10.9644,,,-31.5475,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6918,,Blacksmith Attack,Castle,2011,9.9900,2018-01-01,2019-04-01,16,28.3300,30.5300,,7.7656,,,-14.4737,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
6963,,X-wing Fighter,Star Wars,2004,4.9900,2018-01-01,2019-04-01,16,20.0000,19.7500,,-1.2500,,,-7.0000,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6964,,Boba Fett’s Slave I,Star Wars,2004,4.9900,2018-01-01,2019-04-01,16,19.4700,23.2000,,19.1577,,,-5.2658,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6965,,TIE Interceptor,Star Wars,2004,4.9900,2018-03-01,2019-04-01,14,11.0000,19.5000,,77.2727,,,0.0000,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
6966,,Jedi Starfighter,Star Wars,2005,4.9900,2018-01-01,2019-04-01,16,12.0000,11.0000,,-8.3333,,,-22.7500,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
6967,,ARC Fighter,Star Wars,2005,4.9900,2018-01-01,2019-04-01,16,9.2000,11.1300,,20.9783,,,-3.4874,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7009,,The Final Joust,Castle,2007,7.9900,2018-01-01,2019-04-01,16,30.8000,30.7300,,-0.2273,,,-11.3395,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7029,,Skeleton Ship Attack,Castle,2007,69.9900,2018-01-01,2019-04-01,16,185.6700,166.8900,,-10.1147,,,-13.9603,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7036,,Dwarves’ Mine,Castle,2007,49.9900,2018-01-01,2019-04-01,16,125.5300,113.8700,,-9.2886,,,-14.4671,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7037,,Tower Raid,Castle,2008,29.9900,2018-01-01,2019-04-01,16,64.5000,62.0700,,-3.7674,,,-7.8123,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7038,,Troll Assault Wagon,Castle,2008,19.9900,2018-01-01,2019-04-01,16,39.9100,45.8000,,14.7582,,,-0.3777,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7040,,Dwarves’ Mine Defender,Castle,2008,9.9900,2018-01-01,2019-04-01,16,26.7300,26.4000,,-1.2346,,,-10.2448,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7041,,Troll Battle Wheel,Castle,2008,39.9900,2018-01-01,2019-04-01,16,76.7800,78.4700,,2.2011,,,-8.5146,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7048,,Troll Warship,Castle,2008,79.9900,2018-01-01,2019-04-01,16,153.0000,144.2700,,-5.7059,,,-13.4598,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7049,,Alien Striker,Space,2011,4.9900,2018-01-01,2019-04-01,16,9.3300,8.9300,,-4.2872,,,-21.4625,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7050,,Alien Defender,Space,2011,9.9900,2018-01-01,2019-04-01,16,14.4000,15.1300,,5.0694,,,-11.0633,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7051,,Tripod Invader,Space,2011,19.9900,2018-01-01,2019-04-01,16,31.1300,27.6700,,-11.1147,,,-35.3357,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7052,,UFO Abduction,Space,2011,29.9900,2018-01-01,2019-04-01,16,38.5300,36.2000,,-6.0472,,,-12.5604,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7065,,Alien Mothership,Space,2011,59.9900,2018-01-01,2019-04-01,16,44.5300,48.2000,,8.2416,,,-36.0902,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7066,,Earth Defence HQ,Space,2011,89.9900,2018-01-01,2019-04-01,16,106.7300,108.7300,,1.8739,,,-10.9078,0,,mendeley_whole_2018_2019,"[""adult_display"", ""stem_icon""]"
7067,,Jet-Copter Encounter,Space,2011,39.9900,2018-01-01,2019-04-01,16,38.4700,22.3300,,-41.9548,,,-45.0000,0,,mendeley_whole_2018_2019,"[""stem_icon""]"
7078,,King’s Battle Chariot,Castle,2009,19.9900,2018-01-01,2019-04-01,16,44.1300,41.6000,,-5.7331,,,-8.6673,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7079,,Drawbridge Defense,Castle,2009,39.9900,2018-01-01,2019-04-01,16,69.7000,64.4000,,-7.6040,,,-31.4004,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7090,,Crossbow Attack,Castle,2007,5.9900,2018-01-01,2019-04-01,16,21.4000,20.4000,,-4.6729,,,-23.0374,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7091,,Knight’s Catapult Defense,Castle,2007,9.9900,2018-01-01,2019-04-01,16,23.5000,24.5800,,4.5957,,,0.0000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7092,,Skeletons' Prison Carriage,Castle,2007,19.9900,2018-01-01,2019-04-01,16,48.2900,42.5300,,-11.9279,,,-12.3421,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7093,,Skeleton Tower,Castle,2007,49.9900,2018-01-01,2019-04-01,16,60.8800,62.0000,,1.8397,,,-10.9724,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7094,,King’s Castle Siege,Castle,2007,99.9900,2018-01-01,2019-04-01,16,241.4700,188.8700,,-21.7832,,,-23.5806,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7097,,Trolls' Mountain Fortress,Castle,2009,99.9900,2018-01-01,2019-04-01,16,160.6000,184.9300,,15.1494,,,-4.8483,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7101,,Lightsaber Duel,Star Wars,1999,5.9900,2018-01-01,2019-04-01,16,28.3300,27.8700,,-1.6237,,,-23.6462,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7103,,Jedi Duel,Star Wars,2002,9.9900,2018-01-01,2019-04-01,16,30.5300,33.4000,,9.4006,,,-14.8053,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7104,,Desert Skiff,Star Wars,2000,5.9900,2018-01-01,2019-04-01,16,23.3300,26.1300,,12.0017,,,-18.7239,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7106,,Droid Escape,Star Wars,2001,5.9900,2018-01-01,2019-04-01,16,27.4000,22.8700,,-16.5328,,,-18.5036,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7110,,Landspeeder,Star Wars,1999,5.9900,2018-01-01,2019-04-01,16,26.0700,32.5300,,24.7794,,,-14.0590,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7111,,Droid Fighter,Star Wars,1999,5.9900,2018-01-01,2019-04-01,16,15.0700,18.0000,,19.4426,,,-9.3693,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7113,,Tusken Raider Encounter,Star Wars,2002,9.9900,2018-01-01,2019-04-01,16,29.2700,28.0700,,-4.0998,,,-31.1145,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7115,,Gungan Patrol,Star Wars,2000,9.9900,2018-01-01,2019-04-01,16,26.9300,27.2000,,1.0026,,,-24.6131,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7116,,Tahu,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,23.0700,24.3300,,5.4616,,,-8.1058,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7117,,Gresh,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,16.1400,19.0000,,17.7200,,,-1.5698,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7119,,Twin-Pod Cloud Car,Star Wars,2002,9.9900,2018-01-01,2019-04-01,16,27.0700,23.8000,,-12.0798,,,-25.3194,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7121,,Naboo Swamp,Star Wars,1999,9.9900,2018-01-01,2019-04-01,16,28.2000,25.0700,,-11.0993,,,-24.4158,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7124,,Flash Speeder,Star Wars,2000,9.9900,2018-01-01,2019-04-01,16,22.5300,14.0000,,-37.8606,,,-54.7270,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7126,,Battle Droid Carrier,Star Wars,2001,9.9900,2018-01-01,2019-04-01,16,38.8500,38.2700,,-1.4929,,,-13.7311,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7127,,Imperial AT-ST,Star Wars,2001,9.9900,2018-01-01,2019-04-01,16,37.0700,24.9300,,-32.7489,,,-34.3674,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7128,,Speeder Bikes,Star Wars,1999,9.9900,2018-01-01,2019-04-01,16,36.4000,36.5300,,0.3571,,,-33.1069,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7130,,Snowspeeder,Star Wars,1999,19.9900,2018-01-01,2019-04-01,16,50.1300,43.1300,,-13.9637,,,-24.4671,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7131,,Anakin's Podracer,Star Wars,1999,14.9900,2018-01-01,2019-04-01,16,35.4000,27.9300,,-21.1017,,,-34.3280,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7133,,Bounty Hunter Pursuit,Star Wars,2002,29.9900,2018-01-01,2019-04-01,16,67.5300,46.2000,,-31.5860,,,-38.0556,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7134,,A-wing Fighter,Star Wars,2000,14.9900,2018-01-01,2019-04-01,16,28.2700,26.0700,,-7.7821,,,-18.6417,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7135,,Takanuva,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,22.8700,25.6000,,11.9370,,,-3.4980,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7136,,Skrall,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,17.8700,15.4700,,-13.4303,,,-24.6223,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7137,,Piraka,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,16.1000,18.3300,,13.8509,,,-3.5714,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7138,,Rahkshi,Bionicle,2010,7.9900,2018-01-01,2019-04-01,16,24.5000,22.8700,,-6.6531,,,-8.4490,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7139,,Ewok Attack,Star Wars,2002,12.9900,2018-01-01,2019-04-01,16,39.5300,37.4700,,-5.2112,,,-29.6737,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7140,,X-wing Fighter,Star Wars,1999,29.9900,2018-01-01,2019-04-01,16,83.8700,78.6000,,-6.2835,,,-26.8548,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7141,,Naboo Fighter,Star Wars,1999,19.9900,2018-01-01,2019-04-01,16,30.0000,38.1300,,27.1000,,,-3.7267,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7142,,X-wing Fighter,Star Wars,2002,29.9900,2018-01-01,2019-04-01,16,6.0000,11.7500,,95.8333,,,-2.0833,1,,mendeley_whole_2018_2019,"[""franchise_power""]"
7143,,Jedi Starfighter,Star Wars,2002,19.9900,2018-01-01,2019-04-01,16,40.6700,41.4700,,1.9671,,,-16.1297,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7144,,Slave I,Star Wars,2000,19.9900,2018-01-01,2019-04-01,16,67.7300,52.4000,,-22.6340,,,-31.3008,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7145,,Von Nebula,Hero factory,2010,19.9900,2018-01-01,2019-04-01,16,60.5300,62.4000,,3.0894,,,-3.1458,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7146,,TIE Fighter,Star Wars,2001,19.9900,2018-01-01,2019-04-01,16,49.0700,46.8000,,-4.6260,,,-11.0591,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7147,,XPIode,Hero factory,2010,12.9900,2018-01-01,2019-04-01,16,20.9300,24.5300,,17.2002,,,-5.9992,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7148,,Meltdown,Hero factory,2010,12.9900,2018-01-01,2019-04-01,16,27.0000,30.0700,,11.3704,,,-4.2553,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
7150,,TIE Fighter & Y-wing,Star Wars,1999,49.9900,2018-01-01,2019-04-01,16,70.2700,60.8700,,-13.3770,,,-20.3074,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7151,,Sith Infiltrator,Star Wars,1999,29.9900,2018-01-01,2019-04-01,16,44.5300,42.4000,,-4.7833,,,-12.1267,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7152,,TIE Fighter & Y-wing,Star Wars,2002,49.9900,2018-11-01,2019-04-01,6,8.0000,,,,,,0.0000,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
7153,,Jango Fett's Slave I,Star Wars,2002,49.9900,2018-01-01,2019-04-01,16,170.4700,135.0000,,-20.8072,,,-29.8687,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
